INDEX,LABEL
運行速度：運行速度槓槓的，屏幕效果：屏幕清晰，分辨率高，散熱性能：散熱優秀，靜音，輕薄程度：輕薄，方便攜帶,0
運行速度：非常快，太快了。比之前17年的macair快了不知道多少倍。，屏幕效果：視網膜屏，非常逼真，散熱性能：微信小程序項目開三四個，還是冷冰冰的，從來就沒發過熱，輕薄程度：容易攜帶，小巧，很喜歡，其他特色：兼容性很好，基本上要用的都兼容。微信小程序開發者工具，navicat，PS，calshx等都兼容,0
運行速度：比之前inter的感覺更流暢，屏幕效果：屏幕真的是一眼就能看出的提升，色彩、對比度都完美，散熱性能：試著打了會遊戲，風扇就很小的聲音，全程c面不燙手，外形外觀：還是比以前的要厚的，重量感知沒有特別明顯的變化，其他特色：arm架構常用辦公軟件基本都做了兼容，homebrew也可以原生安裝,0
電腦外觀很漂亮，用起來也很流暢，運行速度很快包裝非常結實，東西保護得很好，值得好評寶貝與描述基本一致，發貨很快，值得一買超出預期，質量很好，做工精細，滿意很好的購買平台，質量不錯，特別是有品牌的，值得信賴東西質量還可以，快遞速度也很給力,0
屏幕好清晰，手感很棒。就目前來看M1芯片沒有太大問題，也不指望拿它打遊戲畫圖的，就是為了便攜和辦公，確實是足夠了。比我的老air爽很多,0
蘋果macbookpro2020怎麼樣體？驗後講一講感受。其實這款Apple 2020新款 MacBook Pro 13.3八代M1 16G 256G SSD深灰。包裝沒問題，是正品，系統安裝的相關問題細心講解，試用了一下整體很滿意！電腦顏色非常喜歡，開機速度很快，運行各方面都速度快，手感不錯，外形美觀，輕薄易攜帶，質量好畫質清晰，分辨率高，運行很流暢，用了一段時間，不怎麼熱，電量經用，快遞速度也挺快，感覺非常滿意！這我到現在使用幾天的時間，覺得還挺好的，對於Apple筆記本電腦質量問題，大家完全是不用擔心的。這是時隔4年多再次購買。,0
一直很心怡這款電腦，質量輕薄，外型簡約美觀大方，使用感絕佳，無廣告，不用關機，隨開隨用，也可用來進行複雜操作，如PS PR 等設計類工作，是不二之選。觸控板設計部分驚艷，與普通電腦拉開技術差距,0
外形外觀：外觀方面沒什麼好說的吧，蘋果的東西一向非常的漂亮，這次的筆記本也非常的薄。重量也很輕，屏幕效果：屏幕效果不錯，顯示很精細。，散熱性能：用了那麼久，還沒聽見風扇的聲音，估計可能是M1芯片的性能太強了，還沒有達到需要散熱的情況。，其他特色：反正給我最大的感覺就是電池非常耐用，用了一上午也才掉20%的電,0
運行速度：太快了。比intel板快了一倍多，屏幕效果：miniled很舒服，屏幕值5000，散熱性能：凍手，基本不發熱，外形外觀：精緻大方，輕薄程度：便攜1.6kg,0
運行速度：速度很快，一點都不卡呢，屏幕效果：分辨率很高，看的很清楚，散熱性能：目前為止沒有出現發熱情況，外形外觀：看起來很高大上呢,0
運行速度：特別流暢，屏幕效果：顯示效果特別好，散熱性能：聽不到一點聲音，外形外觀：非常漂亮，蹲這款筆記本好久了，618價格非常給力，果斷入手，收到貨拆開它的外形深深的吸引了我，系統特別流暢，第一次用蘋果的MOS系統，以後慢慢摸索中,0
運行速度很快，屏幕很艷麗，色彩顯示很真實，峰值亮度很高，因為買來試日常辦公+簡單的視頻剪輯，完全夠用,0
京東快遞不得不說就是快，而且運過來完好無損，這個電腦想了好幾年，終於在今年買了，而且速度很快，正在慢慢磨合中，爭取早日變為生產力！,0
運行速度非常快，很喜歡觸控欄的設計，聽歌 還會出歌詞顯示。非常輕薄高端的一款筆記本。散熱性能良好。非常靜音。比較鍾情於小白，所以買了銀色。京東物流很給力當天就到了。大愛。,0
這款筆記本，完全符合了我的預期，外觀大方漂亮，顏色我也喜歡，性能非常合適，運行速度特別的塊，玩大內存遊戲也不會卡，關鍵鍵盤用起來特別舒適。大愛,0
非常棒的顯示屏。買的低配，日常辦公夠用了，比起我的上個本顯重一些，厚度腳墊高，感覺厚重很多！散熱口什麼的比之前大很多！,0
十分完美的購物體驗，筆記本的優勢完全體現出來了，輕便，辦公快捷，系統穩定。顏值也是公認的高，加上Touch Bar的加持，更加完美了，買它！,0
非常棒的寶貝，很驚艷。相比舊款圓潤了一些，屏占比很高，看著非常舒服。音質比前幾代提升非常明顯！，，唯一的問題在於ARM芯片會導致英特爾機器備份遷移過來後，一些核心應用程序不能用，比如VMware Fusion等...軟件兼容性問題得要點時間調整。如果是新用，就不會有任何問題。還是很值得擁有的,0
M1的pro是真香。續航能力強。速度也很快，跟傳說的差不多。屏幕顯示，不再是原來的pro用一會熱的不得了，運行的就呼呼。pro已不再是原來的pro,0
都挺好  就是連藍牙耳機老是自動斷開,0
運行速度：m1確實很快。速度不錯，屏幕效果：完美。看著就是不一樣，真香。，散熱性能：牛的不要不要的，做視頻安靜的好可怕啊。真懷疑是不是我買錯了。，外形外觀：好看。商務范十足。，輕薄程度：13.3確實小巧，其他特色：16G運行完美,0
好用，簡約大氣，外形好看，用來敲代碼完全足夠，速度很快，手感也超級棒，暫時沒有看到缺點，電腦以後大概都會選擇蘋果了，值得一試,0
太爽了蘋果系統真的乾淨整潔，金屬的機身很高端 品質也非常好 ，性能強大 AirDrop用起來超級爽，優惠力度巨大 物流速度也超級快，M1的性能真的沒得說 真的厲害 高性能低功耗 顏值超高 沒有遇到軟件兼容性問題 反而用起來比win舒適,0
觀望了一年！，9.9又給我推廣告，也不猶豫了，直接買！，觸控條真的太好用了！,0
運行速度：M1芯片，速度很快，沒的挑剔，小孩子很喜歡，屏幕效果：分辨率很高，色彩很艷麗，效果很棒。，散熱性能：涼涼的，比之前得別家芯片好很多，外形外觀：就這樣定型了，沒有也不可能有太大的提升。,0
非常喜歡，，手感，視覺各方面的體驗都很好，指紋很靈敏，電池很耐用。拆機的時候檢查了一下，沒看見什麼劃痕和殘次。用了個把月才來評價的。就是下載一些軟件可能不大方便，都收費，軟件價格還很貴。,0
流暢度和使用體驗完全無可挑剔，很輕薄，但是又比想像中的要重一點，銀色真是高級感絕絕子,0
京東快遞一如既往的快，電腦?收到外盒沒有破損，這款電腦打開就可以開機，鍵盤摸上去也非常舒服，下載APP也非常快，真心喜歡?愛了。,0
心心念盯了好久的蘋果電腦，在618終於降價了，而且還是以一個特別優惠的價格入手，加上12期免息，全新行貨，用官網Air的價格買到了Pro，太棒了，蘋果就是做電子產品中的藝術品，Mac OS使用體驗很棒，與iOS設備銜接特別好，比win強太多了。,0
屏幕很贊（除了劉海），鍵盤毫無手感，觸摸板一如既往的好用，最滿意的是聲音，完全聽不到噪音。電池不錯，工作用感覺能用5個小時多吧。,0
筆記本不錯，速度流暢，做視頻剪輯很好用，適合小女生日常使用,0
用了一個多月了，才來評論，各方面都很不錯，無論是速度還是顯示顏色，接下來開始給他裝備，各種配件及保障補全，讓他成為我的戰車戰甲，槓槓的,0
apple國際大品牌，品質做工有保障，mac系統一如既往的流暢方便，功能強大，M1的mac性價比很高，白色顏值高，做工好，拿在手上很精緻，使用壽命長，用個幾年不成問題，京東價格實惠，送貨速度快，售後服務方便，值得購買。,0
運行速度：很快，屏幕效果：不愧是是果子視網膜屏幕很養眼，散熱性能：剪輯時候冰冰涼涼，外形外觀：顏值無冕之王，輕薄程度：很薄，其他特色：他的小屏幕很貼心很舒服,0
驚喜！雖然之前有台式機，但一直用的雙系統，這次下定決心用蘋果系統，操作還是蠻便捷的！總之體驗感覺就兩字，順滑！現在Mac能用的常規軟件也是越來越多，比之前好了很多，買了個轉換接頭，usb有線鼠標也可以用了，用羅技習慣了、不過感覺還是蘋果鼠標功能更強大，畢竟有許多手勢操作可以用，相當於快捷鍵了！,0
東西很不錯，系統從windows轉到mac需要一定時間去適應。整體看來挺滿意的，做工也很好，尤其說是電池的使用時間很長，期待效果。,0
電腦非常好，速度非常快，不愧是M1芯片，目前用的軟件沒有兼容性的問題，也兼容Intel的程序，基本無縫無感！十分好評！,0
運行速度：蘋果的質量一直都挺好的，定位是較為高端的品牌，買來之後裝了雙系統一起運行，哈哈，屏幕效果：色彩效果也不錯，適合各種辦公，散熱性能：暫未發現問題，外形外觀：外觀較為經典，輕薄程度：很輕很薄，可以在這種場景輕鬆辦公，其他特色：暫無,0
非常好，屏幕效果：清楚，散熱性能：冰涼，外形外觀：好看，輕薄程度：不怎麼輕薄，其他特色：我喜歡，運行速度：快,0
屏幕效果：非常清楚！，，外形外觀：很有質感，穩重而不失優雅~，輕薄程度：其實只比2020款厚了2mm，四周沒有向上收薄而已，真實效果比網圖輕薄很多，好看的！，，京東配送的也非常快，26號發售27號就收到了，贊！,0
這是第一台蘋果電腦，真的絕絕子，下載軟件和app都沒有騷擾廣告，顏值也太高了吧。剛開始使用不太習慣很正常，多操作幾次就適應了。快遞小哥還幫送上門，奈斯！，運行速度：穩定不卡，屏幕效果：很舒適，輕薄程度：輕薄,0
運行速度：很快 m1芯片yyds，屏幕效果：很清晰，輕薄，散熱性能：完全感受不到熱，風扇也聽不出運行的聲音，整體效果很nice 大家放心入手 隨身攜帶！！,0
ok，非常棒！運行快，顯示效果佳，接口全，工藝完美。缺點：厚重！,0
用蘋果電腦很快，續航很長，指紋解鎖很方便。電腦系統比較完善。蘋果電腦屏幕很清晰。散熱性能很棒。外觀很方正，喜歡美觀的男女朋友用蘋果電腦。,0
難得碰上有貨，新款電腦非常好用，速度極快，剪視頻活動了前所未有的流暢體驗。不過還是要考慮自己的需求，兼容性問題還有打遊戲的用戶一定謹慎考慮,0
Endnote不是很兼容，其他軟件都還可以。，寫東西倒是蠻方便的。，很絲滑。，不用關機，開蓋即用，合蓋即走。，操作很方便，卸載，安裝一鍵式。，如果不玩遊戲用來幹別的，確實很值得入手。，雙十一入手9968。,0
超級棒！雖然是我的第一台蘋果本，但是用上才發現甩其他本好幾條街，很流暢，而且用起來不覺得不順手，質感也很棒，重點是網頁不會彈出廣告，熟練後會教孩子使用哦,0
給老公買的，東西收到了，非常好用，老公工作需要，剛好新款出來了。非常不錯，有需要的趕緊下手啦～，運行速度：快，屏幕效果：分辨率很贊，散熱性能：用了一段時間不會那麼熱，外形外觀：很好看，顏色很喜歡,0
發貨速度快，等不了官網了，10.31買的，3號就到了，還是挺開心的，銀色真的很好看，送的1年延保也挺香的，這個性能也能用個幾年了。,0
種草這款電腦很久了，終於在618的時候拿下，價格特別給力，京東配送也快。本子輕薄，蘋果的工藝設計一流，外觀和系統使用體驗非常好，M1芯片不得不說很香，運行時候也特別安靜，值得推薦！,0
安全下車。上次買的是15年早的Pro，系統很好用，一直升級後來感覺卡卡的就打算更新一下裝備。這款新的看了一段時間，買來也用了幾天 各方面性能提升不少，確實香，屏幕、外觀、聲音、鍵盤都有變化和提升，灰色好看很多。再用一段時間看表現回來評。,0
配送的小哥人非常好，我因為趕時間想早點拿到，小哥很熱情，很及時的就給送過來了，特此感謝。電腦拿到手之後，打開把舊電腦的數據遷移到新電腦上。下午就開始工作了，性能做工設計完全沒得說。果然是生產力工具。,0
款式不錯，輕巧方便，適合女孩子用，物流也很快頭天下單第二天就到了，上網課超級棒。,0
東西非常好，送貨很快，價格優惠了幾百塊，比蘋果店便宜，東西是一樣的，系統使用比window要好，邏輯更清晰，確實是辦公首選。，一早就想要擁有的MacBook pro，總算擁有了，深空灰的逼格拉滿，很時尚又有深度，不會顯得年輕。,0
服務很好，售前服務耐心專業，物流快速放心，到貨核對妥妥正品。產品運行速度快，外觀及屏幕效果OK，除夕還趕上京東有活動。另外，大蘋果logo，多插孔，保持極簡經典風格，哈哈哈哈哈,0
包裝，質感，儀式感都拉得滿滿的！蘋果的品控和細節沒得說。本來想等WWDC發佈新mac，可惜沒有，就入了國軍，目前使用下來一切都很棒！,0
疫情期間快遞都停了，只有京東自營購物無憂，兒子昨晚看好了，10:30下單，今天中午就收到了，這速度，秒殺一切快遞，有京東就足夠了，這個筆記本兒子很喜歡，速度快，無噪音，樣子好看，使用便捷，還有很多功能有待開發，再配個鼠標，完美,0
蘋果電腦，摸起來質感很好，不愧是高顏值的產品，自從用上了蘋果，啥電子產品都換了蘋果，手機，平板，電腦，真的很好用，棒棒噠，京東物流配送也是很給力，希望越來越棒哦,0
這個訂單的芯片。是真的好。運行一天幾乎感覺不到風扇的轉動。行非常好，而且顯示效果也特別好。刷新率。肉眼。我覺得挺流暢的，尤其是那種非常神奇的效果。價錢是貴了一些。張貴是有貴的道理。推薦大家購買。,0
在家台式機，出門筆記本！macOS 、iOS、tvOS協作非常棒！iCloud功不可沒，簡潔、優雅極具設計感！價格比PC貴不了多少，但是體驗個人覺得真的是超值！希望這個品牌能夠超越老美，中國人自願全部換上中國品牌,0
運行速度：當你選擇一台筆記本時，你永遠可以選擇相信蘋果，因為它不會讓你失望，尤其是運行速度方面，記住不要用它看視頻什麼的，因為有iPad。，屏幕效果：屏幕質感很好，色域大，飽滿，作圖不成問題。，輕薄程度：超級輕薄，帶著電腦可以輕鬆辦公。,0
東西收到，，運行速度：非常快。，屏幕效果：色彩，對比度，清晰度非常好。，外形外觀：小巧精緻，方便攜帶。，輕薄程度：非常薄。，散熱性能：運行速度很快，但是基本上風扇不工作，m1性能強大。,0
東西非常好，我很喜歡。最近操作了一段時間，還比較流暢。開機什麼軟件都不裝是最流暢的，裝了一些有點卡，真心話。總體很滿意。,0
物流很快，跟我的電腦包一起到的，很迅速，包裝完好，開箱驗貨後體驗感極佳，顏值擔當，運行速度很快，輕薄，但是重量蠻重的，贊！,0
好多年前就想擁有一台屬於自己的Macbook，這個願望至今才實現?其實對蘋果筆記本的喜歡完全是顏值上的吸引，特別喜歡它的金屬外殼，還有精緻的做工，宛如藝術品一般！頭天晚上下單，第二天一早就到了，目前使用了一周才來評價。電腦一切都很滿意，最驚喜的就是它的音效和電池續航了，自帶的音箱播放音樂效果真是挺震撼的，續航時間真的很長，這一周時間每天都會玩一會兒，一共就充過兩次電！然後系統也不像windows那樣亂七八糟的彈窗和廣告。總之一切都挺滿意的，以後慢慢去挖掘更多的驚喜?,0
運行速度：打開軟件很迅速，第一次用蘋果電腦，摸索了一下，熟悉了基本操作。，屏幕效果：屏幕方面，不用多說，蘋果的屏幕調校是數一數二的。，外形外觀：顏值方面，真的要說，一個能打的都沒有，操作手感：不得不說，蘋果觸控板很好用！！！,0
蘋果還是值得信賴的，畢竟現在所有設備用的都是蘋果，傳輸什麼的都特別順暢，用著也習慣了，電腦方面之前用的都是所謂的win系統，突然換成m1開始還有些不適，很快就上手了。,0
運行速度：速度非常快.目前感覺最快的M1芯片，屏幕效果：顯示效果超級清晰，散熱性能：運行一般軟件完全沒有一點壓力，外形外觀：很薄小巧.很輕便.很漂亮，輕薄程度：超級薄.比想像中的薄很多，其他特色：軟件感覺可以下載的不多.適配APP再能多點就完美了,0
啊哈哈，居然忘記評價了，今天才看到。可能是因為太忙了，筆記本到了後就開始了瘋狂的使用。裝了很多軟件，Adobe全家桶全部安裝完使用起來完美流暢運行。使用了這麼久我暫時還沒找到什麼瑕疵，很強（?感覺pro性能過剩）。充電方面pro一個小時左右基本上就快充滿了，然後就是使用一天，續航沒得說。,0
第一次花五位數購買數碼產品，京東自營店的快遞速度一直沒有讓我失望，配送時需要跟快遞員核對收件驗證碼（應該是貨值高的緣故，猜的?）。，第一次用白蘋果，之前使用的黑蘋果，果然黑白還是區別很大！，M1芯片很強，溫控做得很好，風扇基本不轉（我開了某風扇軟件測試了單風扇[單純確認風扇是否能正常工作?]。，電腦續航簡直離譜，單純文檔辦公、瀏覽網頁，能撐夠8***作！，總之，很滿意的一次購物！希望這個傢伙能用個五年?,0
品質一級棒，包裝也不錯，物流很快，而且價格合理，很實惠，很喜歡，超愛蘋果，運行流暢，界面設計的超棒,0
618活動果然很給力，12期免息分期，想要的顏色，款式都有貨，到貨也快，開箱很幸福！,0
剛開始使用，有些不太習慣這個操作系統，但是用起來速度很快，手感也很好。超級喜歡！續航時間很長，物流包裝也很好。發貨速度也很快！,0
性能 重量 剛好滿足要求 就還有幾個軟件適配不太好要轉碼，用起來很流暢屏幕效果很棒，重度使用也不會很燙了，足夠輕薄就是品控換貨體驗極差。,0
不得不說，蘋果的產品質量是真好，運行速度很快，屏幕看著很舒心，最開心的就是沒有雜七雜八的廣告彈窗了,0
京東快遞就是快，第二天到貨；第一次購買該產品，之使用蘋果手機印象非常好，這次購買了該款筆記本；做工精細、手感不錯，品質如何，用後再追評吧。,0
種草有點時間了 真的特別喜歡,0
目前來說還算比較滿意 疫情期間買的 九折優惠 性價比很好 外觀 運行速度也都不錯 電池也算耐用 充滿電用一天基本沒什麼問題,0
運行速度：好，屏幕效果：好，看著不錯，散熱性能：很好，外形外觀：好，等了很久，才拿到機器。,0
這可是非常的棒 運行速度槓槓的，能買高配買高配，能上頂配上頂配，有錢沒錢造起來，不用擔心後續問題，買一個apple care?就完事了,0
六一10499入手16+256，MAC品控沒的說，非常的省電，之前的windows因為灑水鍵盤失靈該退休了。個人入手半個多月，感覺還是蠻不錯的，好評。,0
很好，很快，好用，14寸的對我來說也很大了，總之很滿意。已經用了好幾天了，沒有任何不滿，沒有感覺劉海的存在,0
第一次使用macbook，開機看到屏幕的分辨率驚呆了，與手機差不多，運行速度快，京東的贈品很多，再配個電腦包基本滿足日常需求。m1芯片運行速度很快，壓根聽不到風扇聲音，京東過年期間都次日達，太愛了。好評，。,0
在這裡選購安全方便快捷?，快遞小哥態度非常好，這個價格非常給力?，十分推薦，會繼續回購，運行速度：真的快了，屏幕效果：一如既往，散熱性能：還沒感覺到熱，外形外觀：有點厚 回到解放前了,0
尺寸剛剛好，質量也非常好，店家的包裝太用心了，值得推薦！到貨就迫不及待打開了，果真沒有讓我失望，質量特別好，顏值也相當高，滿意的一次購物很好看，製作工藝很精美，材質也很好！給個贊！(*^__^*)非常滿意的一次購物，物有所值，比實體店裡實惠多了！真的推薦啊，快遞速度特別的快，愛了愛了好產品、好品質、好服務，寶貝確實值這個價錢，在這給商家點個贊?東西質量還可以，快遞速度也很給力,0
完美，產品沒什麼好說的，物流給力，第二天早上九點就到了，還有一堆配件，興奮的搓搓我的小手。哈哈哈哈，真香。,0
運行速度：運營的速度很快，一天就到了，質量很好，沒有異味。，屏幕效果：屏幕清晰，色彩鮮艷，音質好，運行快，外觀漂亮，運行速度快。，散熱性能：不發熱，不過還是很好看的，很好看，很喜歡。，輕薄程度：很輕薄，但是不影響使用，不影響使用，不會影響視頻。,0
運行速度：超級快！真的很爽嗚嗚，屏幕效果：看4K毫無壓力，外形外觀：很有高級感,0
京東上面買的電腦速度送過來非常快，而且自己心裡長草很久了，直接拔草，我也沒有什麼中毒的用途，純粹覺得這塊屏幕太牛逼了。喜歡你就去買吧。,0
性能加手感絕對一級棒，使用體驗超好，新機器的味道也好聞,0
沒有花錢的不是，想買這台筆記本電腦?巳經有好長時間了，京東上一直都沒有貨。疫情期間又不敢去實體店去買。昨天突然收到京東來貨提醒，及時下單買了一台蘋果筆記本電腦?今天打開試用了一下，速度太快了，是我原來的三倍，屏幕分辨率超高，屏幕也比原來的大了。超級棒的一款。,0
